,People,Female,Median age,Renter households where rent payments are less than or equal to 30% of household income (b),Average number of people per household,Median weekly household income,Median monthly mortgage repayments,Median weekly rent (b),Average number of motor vehicles per dwelling,Married,Separated,Divorced,Widowed,Never married,Bachelor Degree level and above,Advanced Diploma and Diploma level,Certificate level IV,Certificate level III,Year 12,Year 11,Year 10,Certificate level II,Certificate level I,Year 9 or below,No educational attainment,Both parents born overseas,Father only born overseas,Mother only born overseas,Both parents born in Australia,In the labour force,Not in the labour force,Worked full-time,Worked part-time,Unemployed,Personal (b),Family (c),Household (d),SA1 Code,Area sqkm,Region,State,SA4_NAME_2016,Density
959,299.0,52.2%,53,8.0,2.4,"$1,187","$1,739",$155,2.8,60.5,2.8,13.7,3.2,19.0,16.9,6.0,5.2,14.1,12.9,2.8,16.9,0.0,0.0,6.5,0.0,9.5,2.7,3.4,74.1,62.1,30.2,52.6,34.4,3.9,$689,"$1,531","$1,187",11002119020,977.4602,Rest of NSW,New South Wales,New England and North West,0.30589480778859335
960,627.0,41.2%,44,17.0,2.3,"$1,221","$1,134",$200,2.3,50.5,3.4,8.0,3.6,36.2,10.7,5.9,3.0,10.9,9.1,1.9,12.0,0.0,0.0,7.0,0.8,4.6,3.4,1.8,57.3,43.0,42.7,62.4,30.5,4.4,$687,"$1,516","$1,221",11002119021,1674.5213,Rest of NSW,New South Wales,New England and North West,0.3744353684841154
961,627.0,41.2%,44,17.0,2.3,"$1,221","$1,134",$200,2.3,50.5,3.4,8.0,3.6,36.2,10.7,5.9,3.0,10.9,9.1,1.9,12.0,0.0,0.0,7.0,0.8,4.6,3.4,1.8,57.3,43.0,42.7,62.4,30.5,4.4,$687,"$1,516","$1,221",11002119021,1674.5213,Rest of NSW,New South Wales,New England and North West,0.3744353684841154
962,416.0,49.8%,49,10.0,2.3,"$1,444","$1,253",$180,2.4,49.0,3.5,11.4,5.2,30.0,15.2,6.4,3.8,15.5,10.2,3.5,18.1,0.0,0.0,9.6,0.0,7.7,5.5,2.9,72.0,61.2,29.4,64.8,24.8,3.3,$656,"$1,792","$1,444",11002119022,992.1382,Rest of NSW,New South Wales,New England and North West,0.4192964246311653
963,416.0,49.8%,49,10.0,2.3,"$1,444","$1,253",$180,2.4,49.0,3.5,11.4,5.2,30.0,15.2,6.4,3.8,15.5,10.2,3.5,18.1,0.0,0.0,9.6,0.0,7.7,5.5,2.9,72.0,61.2,29.4,64.8,24.8,3.3,$656,"$1,792","$1,444",11002119022,992.1382,Rest of NSW,New South Wales,New England and North West,0.4192964246311653
964,223.0,44.1%,45,10.0,2.2,"$1,053",$813,$250,1.7,28.2,3.9,18.8,5.0,41.4,9.4,6.1,3.9,17.1,9.4,7.2,14.9,0.0,0.0,11.6,3.3,11.2,5.8,0.0,76.8,50.3,44.8,54.9,31.9,3.3,$545,"$1,625","$1,053",11002119023,0.7247,Rest of NSW,New South Wales,New England and North West,307.7135366358493
965,223.0,44.1%,45,10.0,2.2,"$1,053",$813,$250,1.7,28.2,3.9,18.8,5.0,41.4,9.4,6.1,3.9,17.1,9.4,7.2,14.9,0.0,0.0,11.6,3.3,11.2,5.8,0.0,76.8,50.3,44.8,54.9,31.9,3.3,$545,"$1,625","$1,053",11002119023,0.7247,Rest of NSW,New South Wales,New England and North West,307.7135366358493
966,265.0,51.4%,51,20.0,2.1,$825,"$1,083",$250,1.7,43.5,6.5,13.4,8.8,31.0,7.4,6.5,3.7,11.1,13.9,3.7,19.4,0.0,0.0,14.4,0.0,10.3,1.1,1.5,73.3,35.2,51.4,40.8,42.1,6.6,$461,"$1,021",$825,11002119024,0.4231,Rest of NSW,New South Wales,New England and North West,626.3294729378398
967,265.0,51.4%,51,20.0,2.1,$825,"$1,083",$250,1.7,43.5,6.5,13.4,8.8,31.0,7.4,6.5,3.7,11.1,13.9,3.7,19.4,0.0,0.0,14.4,0.0,10.3,1.1,1.5,73.3,35.2,51.4,40.8,42.1,6.6,$461,"$1,021",$825,11002119024,0.4231,Rest of NSW,New South Wales,New England and North West,626.3294729378398
968,197.0,47.8%,56,3.0,2.2,$877,"$1,831",$225,2.2,55.6,0.0,7.2,7.8,27.8,17.2,8.9,2.8,12.2,5.6,5.0,15.0,0.0,0.0,11.7,0.0,11.6,2.6,1.6,74.1,44.4,46.1,58.7,30.0,10.0,$467,"$1,281",$877,11002119025,6.764,Rest of NSW,New South Wales,New England and North West,29.124778237729153
969,197.0,47.8%,56,3.0,2.2,$877,"$1,831",$225,2.2,55.6,0.0,7.2,7.8,27.8,17.2,8.9,2.8,12.2,5.6,5.0,15.0,0.0,0.0,11.7,0.0,11.6,2.6,1.6,74.1,44.4,46.1,58.7,30.0,10.0,$467,"$1,281",$877,11002119025,6.764,Rest of NSW,New South Wales,New England and North West,29.124778237729153
970,445.0,52.3%,32,45.0,2.4,"$1,103","$1,195",$253,1.6,37.1,4.4,11.5,5.3,42.4,9.7,3.2,4.1,19.1,14.7,4.1,17.4,0.0,0.0,12.9,0.0,6.1,3.4,0.7,80.9,55.9,36.2,48.4,36.3,10.0,$643,"$1,318","$1,103",11002119101,0.3021,Rest of NSW,New South Wales,New England and North West,1473.0221780867264
971,445.0,52.3%,32,45.0,2.4,"$1,103","$1,195",$253,1.6,37.1,4.4,11.5,5.3,42.4,9.7,3.2,4.1,19.1,14.7,4.1,17.4,0.0,0.0,12.9,0.0,6.1,3.4,0.7,80.9,55.9,36.2,48.4,36.3,10.0,$643,"$1,318","$1,103",11002119101,0.3021,Rest of NSW,New South Wales,New England and North West,1473.0221780867264
972,414.0,51.1%,46,8.0,2.7,"$2,019","$1,690",$300,2.4,63.2,3.9,5.3,4.2,23.1,16.3,12.2,5.0,18.7,10.4,3.0,16.0,0.0,0.0,6.8,1.8,9.8,3.1,3.1,79.4,64.4,31.5,58.5,31.8,0.0,$862,"$2,159","$2,019",11002119102,6.3912,Rest of NSW,New South Wales,New England and North West,64.77656778069846
973,414.0,51.1%,46,8.0,2.7,"$2,019","$1,690",$300,2.4,63.2,3.9,5.3,4.2,23.1,16.3,12.2,5.0,18.7,10.4,3.0,16.0,0.0,0.0,6.8,1.8,9.8,3.1,3.1,79.4,64.4,31.5,58.5,31.8,0.0,$862,"$2,159","$2,019",11002119102,6.3912,Rest of NSW,New South Wales,New England and North West,64.77656778069846
974,328.0,53.4%,51,9.0,2.5,"$1,764","$1,610",$355,2.3,65.5,2.9,9.0,4.0,20.9,13.7,7.6,5.0,16.2,9.4,3.6,20.9,0.0,0.0,9.4,0.0,5.5,2.7,2.7,82.7,65.5,31.3,60.4,26.9,2.7,$811,"$1,930","$1,764",11002119103,9.264,Rest of NSW,New South Wales,New England and North West,35.40587219343696
975,328.0,53.4%,51,9.0,2.5,"$1,764","$1,610",$355,2.3,65.5,2.9,9.0,4.0,20.9,13.7,7.6,5.0,16.2,9.4,3.6,20.9,0.0,0.0,9.4,0.0,5.5,2.7,2.7,82.7,65.5,31.3,60.4,26.9,2.7,$811,"$1,930","$1,764",11002119103,9.264,Rest of NSW,New South Wales,New England and North West,35.40587219343696
976,218.0,45.3%,45,19.0,2.3,"$1,361","$1,209",$300,2.1,47.1,3.2,7.0,6.4,39.0,11.8,3.7,7.0,21.9,11.8,5.9,14.4,0.0,0.0,8.6,2.7,9.2,2.3,1.8,74.3,52.4,35.3,62.2,34.7,3.1,$708,"$1,625","$1,361",11002119104,0.5125,Rest of NSW,New South Wales,New England and North West,425.36585365853665
977,218.0,45.3%,45,19.0,2.3,"$1,361","$1,209",$300,2.1,47.1,3.2,7.0,6.4,39.0,11.8,3.7,7.0,21.9,11.8,5.9,14.4,0.0,0.0,8.6,2.7,9.2,2.3,1.8,74.3,52.4,35.3,62.2,34.7,3.1,$708,"$1,625","$1,361",11002119104,0.5125,Rest of NSW,New South Wales,New England and North West,425.36585365853665
978,314.0,48.1%,49,6.0,2.6,"$1,625","$1,733",$295,2.5,66.2,1.2,9.6,6.2,19.2,19.2,7.3,6.2,13.1,11.5,4.6,22.7,0.0,0.0,7.7,0.0,7.5,4.1,4.1,80.9,54.6,41.2,66.2,26.1,0.0,$794,"$1,916","$1,625",11002119105,20.9761,Rest of NSW,New South Wales,New England and North West,14.969417575240394
979,314.0,48.1%,49,6.0,2.6,"$1,625","$1,733",$295,2.5,66.2,1.2,9.6,6.2,19.2,19.2,7.3,6.2,13.1,11.5,4.6,22.7,0.0,0.0,7.7,0.0,7.5,4.1,4.1,80.9,54.6,41.2,66.2,26.1,0.0,$794,"$1,916","$1,625",11002119105,20.9761,Rest of NSW,New South Wales,New England and North West,14.969417575240394
980,615.0,52.5%,43,31.0,2.4,"$1,562","$1,495",$355,1.8,55.1,4.8,5.8,7.2,26.5,16.4,8.2,3.8,15.8,10.6,2.6,17.8,0.0,0.0,10.2,0.0,7.2,5.7,1.3,76.2,54.3,35.9,60.1,31.7,1.1,$821,"$1,942","$1,562",11002119106,0.5577,Rest of NSW,New South Wales,New England and North West,1102.7434104357183
981,615.0,52.5%,43,31.0,2.4,"$1,562","$1,495",$355,1.8,55.1,4.8,5.8,7.2,26.5,16.4,8.2,3.8,15.8,10.6,2.6,17.8,0.0,0.0,10.2,0.0,7.2,5.7,1.3,76.2,54.3,35.9,60.1,31.7,1.1,$821,"$1,942","$1,562",11002119106,0.5577,Rest of NSW,New South Wales,New England and North West,1102.7434104357183
982,373.0,56.3%,36,34.0,2.3,"$1,289","$1,166",$315,1.8,38.5,5.0,9.4,9.4,34.8,11.4,4.3,4.3,21.1,15.4,4.0,15.7,0.0,0.0,13.4,0.0,5.7,5.1,1.1,84.6,60.2,33.8,55.6,30.0,6.1,$749,"$1,850","$1,289",11002119107,0.2076,Rest of NSW,New South Wales,New England and North West,1796.7244701348748
983,373.0,56.3%,36,34.0,2.3,"$1,289","$1,166",$315,1.8,38.5,5.0,9.4,9.4,34.8,11.4,4.3,4.3,21.1,15.4,4.0,15.7,0.0,0.0,13.4,0.0,5.7,5.1,1.1,84.6,60.2,33.8,55.6,30.0,6.1,$749,"$1,850","$1,289",11002119107,0.2076,Rest of NSW,New South Wales,New England and North West,1796.7244701348748
984,333.0,47.3%,38,33.0,2.2,"$1,101","$1,083",$290,1.5,40.0,6.2,11.6,5.8,41.1,5.5,4.7,1.8,21.8,15.3,5.8,17.1,0.0,0.0,17.8,0.0,9.7,2.1,2.1,75.5,53.5,37.1,61.2,29.3,4.8,$684,"$1,402","$1,101",11002119108,0.6112,Rest of NSW,New South Wales,New England and North West,544.8298429319372
985,333.0,47.3%,38,33.0,2.2,"$1,101","$1,083",$290,1.5,40.0,6.2,11.6,5.8,41.1,5.5,4.7,1.8,21.8,15.3,5.8,17.1,0.0,0.0,17.8,0.0,9.7,2.1,2.1,75.5,53.5,37.1,61.2,29.3,4.8,$684,"$1,402","$1,101",11002119108,0.6112,Rest of NSW,New South Wales,New England and North West,544.8298429319372
986,397.0,54.3%,32,30.0,2.6,$866,"$1,525",$224,1.4,30.1,4.2,10.7,3.8,50.2,5.9,4.8,3.1,15.6,7.3,3.8,15.9,1.0,0.0,19.4,1.0,5.6,3.3,1.3,76.3,42.9,45.7,42.7,25.8,25.0,$484,$949,$866,11002119109,2.7467,Rest of NSW,New South Wales,New England and North West,144.53708086066916
987,397.0,54.3%,32,30.0,2.6,$866,"$1,525",$224,1.4,30.1,4.2,10.7,3.8,50.2,5.9,4.8,3.1,15.6,7.3,3.8,15.9,1.0,0.0,19.4,1.0,5.6,3.3,1.3,76.3,42.9,45.7,42.7,25.8,25.0,$484,$949,$866,11002119109,2.7467,Rest of NSW,New South Wales,New England and North West,144.53708086066916
988,420.0,51.6%,37,33.0,2.3,"$1,093","$1,083",$250,1.6,37.2,5.8,7.3,8.5,40.2,6.4,6.7,1.2,19.5,14.9,5.8,13.1,0.0,0.0,14.6,0.0,10.7,1.4,2.1,78.1,50.9,39.6,59.3,30.5,5.4,$652,"$1,363","$1,093",11002119110,0.2583,Rest of NSW,New South Wales,New England and North West,1626.0162601626018
989,420.0,51.6%,37,33.0,2.3,"$1,093","$1,083",$250,1.6,37.2,5.8,7.3,8.5,40.2,6.4,6.7,1.2,19.5,14.9,5.8,13.1,0.0,0.0,14.6,0.0,10.7,1.4,2.1,78.1,50.9,39.6,59.3,30.5,5.4,$652,"$1,363","$1,093",11002119110,0.2583,Rest of NSW,New South Wales,New England and North West,1626.0162601626018
990,577.0,49.9%,38,51.0,2.3,"$1,031",$975,$280,1.6,34.2,4.4,12.1,6.8,41.9,6.6,6.0,5.1,19.6,11.0,3.5,17.9,0.0,0.0,9.9,1.8,7.8,5.5,2.2,73.7,55.8,34.0,50.6,33.2,11.9,$652,"$1,511","$1,031",11002119111,0.4185,Rest of NSW,New South Wales,New England and North West,1378.7335722819594
991,577.0,49.9%,38,51.0,2.3,"$1,031",$975,$280,1.6,34.2,4.4,12.1,6.8,41.9,6.6,6.0,5.1,19.6,11.0,3.5,17.9,0.0,0.0,9.9,1.8,7.8,5.5,2.2,73.7,55.8,34.0,50.6,33.2,11.9,$652,"$1,511","$1,031",11002119111,0.4185,Rest of NSW,New South Wales,New England and North West,1378.7335722819594
992,536.0,50.8%,33,47.0,2.3,"$1,125","$1,107",$288,1.6,33.5,3.3,10.0,7.2,45.9,7.7,8.4,5.7,19.4,14.8,4.8,16.0,0.0,0.0,10.8,0.0,10.9,5.8,2.8,74.8,55.5,37.6,55.2,28.9,7.8,$644,"$1,466","$1,125",11002119112,0.3672,Rest of NSW,New South Wales,New England and North West,1459.6949891067536
993,536.0,50.8%,33,47.0,2.3,"$1,125","$1,107",$288,1.6,33.5,3.3,10.0,7.2,45.9,7.7,8.4,5.7,19.4,14.8,4.8,16.0,0.0,0.0,10.8,0.0,10.9,5.8,2.8,74.8,55.5,37.6,55.2,28.9,7.8,$644,"$1,466","$1,125",11002119112,0.3672,Rest of NSW,New South Wales,New England and North West,1459.6949891067536
994,540.0,52.7%,45,44.0,2.2,"$1,197","$1,196",$325,1.8,45.4,2.9,12.2,8.8,30.9,11.3,7.0,5.6,17.6,14.4,3.6,19.0,0.0,0.0,10.8,0.7,11.9,3.0,3.5,75.2,51.2,42.0,59.5,31.7,5.7,$651,"$1,331","$1,197",11002119113,1.056,Rest of NSW,New South Wales,New England and North West,511.3636363636363
995,540.0,52.7%,45,44.0,2.2,"$1,197","$1,196",$325,1.8,45.4,2.9,12.2,8.8,30.9,11.3,7.0,5.6,17.6,14.4,3.6,19.0,0.0,0.0,10.8,0.7,11.9,3.0,3.5,75.2,51.2,42.0,59.5,31.7,5.7,$651,"$1,331","$1,197",11002119113,1.056,Rest of NSW,New South Wales,New England and North West,511.3636363636363
996,641.0,54.7%,41,49.0,2.2,$963,"$1,127",$290,1.7,43.5,4.9,9.9,10.8,31.4,8.6,5.9,3.4,15.8,15.6,4.0,18.6,0.0,0.0,13.9,1.7,15.3,3.0,2.1,71.5,50.6,40.9,57.9,31.6,5.6,$614,"$1,338",$963,11002119114,0.4512,Rest of NSW,New South Wales,New England and North West,1420.6560283687943
997,641.0,54.7%,41,49.0,2.2,$963,"$1,127",$290,1.7,43.5,4.9,9.9,10.8,31.4,8.6,5.9,3.4,15.8,15.6,4.0,18.6,0.0,0.0,13.9,1.7,15.3,3.0,2.1,71.5,50.6,40.9,57.9,31.6,5.6,$614,"$1,338",$963,11002119114,0.4512,Rest of NSW,New South Wales,New England and North West,1420.6560283687943
998,249.0,64.5%,81,5.0,1.9,$880,"$1,300",$264,1.7,31.4,2.5,10.9,37.2,15.5,6.7,4.6,0.0,10.5,5.9,2.9,14.2,0.0,0.0,33.9,0.0,8.5,2.8,3.7,76.4,18.0,78.2,62.8,25.6,0.0,$466,"$1,583",$880,11002119115,2.0509,Rest of NSW,New South Wales,New England and North West,121.410112633478
999,249.0,64.5%,81,5.0,1.9,$880,"$1,300",$264,1.7,31.4,2.5,10.9,37.2,15.5,6.7,4.6,0.0,10.5,5.9,2.9,14.2,0.0,0.0,33.9,0.0,8.5,2.8,3.7,76.4,18.0,78.2,62.8,25.6,0.0,$466,"$1,583",$880,11002119115,2.0509,Rest of NSW,New South Wales,New England and North West,121.410112633478
1000,212.0,42.9%,47,10.0,2.4,"$1,375","$1,300",$200,2.9,53.7,5.1,5.1,5.1,28.0,16.0,9.7,4.6,20.0,7.4,0.0,17.1,0.0,0.0,9.1,0.0,4.4,6.3,1.9,80.6,57.7,33.7,46.5,42.6,5.9,$638,"$1,583","$1,375",11002119116,66.2621,Rest of NSW,New South Wales,New England and North West,3.1994156538956657
1001,212.0,42.9%,47,10.0,2.4,"$1,375","$1,300",$200,2.9,53.7,5.1,5.1,5.1,28.0,16.0,9.7,4.6,20.0,7.4,0.0,17.1,0.0,0.0,9.1,0.0,4.4,6.3,1.9,80.6,57.7,33.7,46.5,42.6,5.9,$638,"$1,583","$1,375",11002119116,66.2621,Rest of NSW,New South Wales,New England and North West,3.1994156538956657
1002,572.0,50.7%,46,14.0,2.7,"$1,807","$1,820",$350,2.5,65.6,3.5,4.4,3.9,22.6,12.7,8.3,4.6,19.1,13.6,3.7,16.9,0.0,0.0,6.8,0.0,6.4,3.5,1.6,81.8,59.9,32.2,57.1,35.2,1.5,$793,"$1,978","$1,807",11002119117,34.7056,Rest of NSW,New South Wales,New England and North West,16.48149001890185
1003,572.0,50.7%,46,14.0,2.7,"$1,807","$1,820",$350,2.5,65.6,3.5,4.4,3.9,22.6,12.7,8.3,4.6,19.1,13.6,3.7,16.9,0.0,0.0,6.8,0.0,6.4,3.5,1.6,81.8,59.9,32.2,57.1,35.2,1.5,$793,"$1,978","$1,807",11002119117,34.7056,Rest of NSW,New South Wales,New England and North West,16.48149001890185
1004,501.0,51.9%,51,54.0,2,$803,"$1,222",$136,1.6,35.7,3.3,13.8,10.0,37.6,5.5,4.3,3.1,11.9,9.5,4.5,22.9,0.0,0.0,17.6,0.0,5.9,3.1,2.5,76.9,39.5,48.3,55.4,26.5,7.8,$480,"$1,258",$803,11002119118,6.359,Rest of NSW,New South Wales,New England and North West,78.78597263720711
1005,501.0,51.9%,51,54.0,2,$803,"$1,222",$136,1.6,35.7,3.3,13.8,10.0,37.6,5.5,4.3,3.1,11.9,9.5,4.5,22.9,0.0,0.0,17.6,0.0,5.9,3.1,2.5,76.9,39.5,48.3,55.4,26.5,7.8,$480,"$1,258",$803,11002119118,6.359,Rest of NSW,New South Wales,New England and North West,78.78597263720711
1006,505.0,53.1%,36,45.0,2.4,"$1,164","$1,018",$295,1.7,42.9,2.0,11.6,4.9,38.7,7.6,7.6,4.7,18.7,13.3,3.4,19.5,0.0,0.0,9.9,0.7,6.8,3.0,0.6,80.7,51.0,40.4,49.3,37.2,4.8,$657,"$1,329","$1,164",11002119119,0.3111,Rest of NSW,New South Wales,New England and North West,1623.2722597235615
1007,505.0,53.1%,36,45.0,2.4,"$1,164","$1,018",$295,1.7,42.9,2.0,11.6,4.9,38.7,7.6,7.6,4.7,18.7,13.3,3.4,19.5,0.0,0.0,9.9,0.7,6.8,3.0,0.6,80.7,51.0,40.4,49.3,37.2,4.8,$657,"$1,329","$1,164",11002119119,0.3111,Rest of NSW,New South Wales,New England and North West,1623.2722597235615
1008,446.0,51.7%,37,42.0,2.5,"$1,433","$1,200",$260,1.7,42.8,4.3,9.0,4.6,40.8,12.1,4.6,4.6,21.1,11.0,4.9,17.1,0.0,0.0,8.7,0.0,5.8,5.6,2.9,78.5,60.4,34.7,60.8,26.8,5.7,$717,"$1,674","$1,433",11002119120,0.2583,Rest of NSW,New South Wales,New England and North West,1726.674409601239
1009,446.0,51.7%,37,42.0,2.5,"$1,433","$1,200",$260,1.7,42.8,4.3,9.0,4.6,40.8,12.1,4.6,4.6,21.1,11.0,4.9,17.1,0.0,0.0,8.7,0.0,5.8,5.6,2.9,78.5,60.4,34.7,60.8,26.8,5.7,$717,"$1,674","$1,433",11002119120,0.2583,Rest of NSW,New South Wales,New England and North West,1726.674409601239
1010,295.0,53.4%,38,16.0,2.3,"$1,199","$1,300",$300,1.9,42.6,0.0,12.6,7.4,34.3,23.5,4.8,4.8,13.5,12.6,6.1,17.0,0.0,0.0,9.1,0.0,10.5,4.1,4.1,75.2,56.1,37.4,63.6,33.3,2.3,$702,"$1,419","$1,199",11002119121,0.3432,Rest of NSW,New South Wales,New England and North West,859.5571095571096
1011,295.0,53.4%,38,16.0,2.3,"$1,199","$1,300",$300,1.9,42.6,0.0,12.6,7.4,34.3,23.5,4.8,4.8,13.5,12.6,6.1,17.0,0.0,0.0,9.1,0.0,10.5,4.1,4.1,75.2,56.1,37.4,63.6,33.3,2.3,$702,"$1,419","$1,199",11002119121,0.3432,Rest of NSW,New South Wales,New England and North West,859.5571095571096
1012,564.0,51.2%,44,8.0,2.9,"$1,937","$1,799",$305,2.7,69.1,2.1,3.7,2.1,21.8,17.1,10.3,5.2,20.1,8.9,3.7,15.7,0.0,0.0,6.6,0.0,5.4,2.4,2.0,84.4,68.9,27.9,59.2,34.4,3.1,$938,"$1,989","$1,937",11002119122,50.1514,Rest of NSW,New South Wales,New England and North West,11.245947271661409
1013,564.0,51.2%,44,8.0,2.9,"$1,937","$1,799",$305,2.7,69.1,2.1,3.7,2.1,21.8,17.1,10.3,5.2,20.1,8.9,3.7,15.7,0.0,0.0,6.6,0.0,5.4,2.4,2.0,84.4,68.9,27.9,59.2,34.4,3.1,$938,"$1,989","$1,937",11002119122,50.1514,Rest of NSW,New South Wales,New England and North West,11.245947271661409
1014,518.0,53.0%,42,58.0,1.8,$715,$867,$240,1.2,26.0,3.9,11.9,15.8,42.7,7.8,5.3,3.9,12.6,13.7,3.0,16.2,0.0,0.0,15.5,0.7,14.4,3.4,3.3,64.0,42.7,40.9,48.1,34.8,9.6,$590,"$1,333",$715,11002119123,1.4668,Rest of NSW,New South Wales,New England and North West,353.1497136623943
1015,518.0,53.0%,42,58.0,1.8,$715,$867,$240,1.2,26.0,3.9,11.9,15.8,42.7,7.8,5.3,3.9,12.6,13.7,3.0,16.2,0.0,0.0,15.5,0.7,14.4,3.4,3.3,64.0,42.7,40.9,48.1,34.8,9.6,$590,"$1,333",$715,11002119123,1.4668,Rest of NSW,New South Wales,New England and North West,353.1497136623943
1016,422.0,49.9%,41,53.0,2.2,"$1,241","$1,148",$270,1.8,37.3,4.6,10.3,5.1,42.7,11.7,8.5,5.4,12.0,13.4,4.3,16.5,0.0,0.0,11.1,0.0,10.1,6.6,4.0,73.1,54.1,39.3,58.4,29.5,8.9,$691,"$1,471","$1,241",11002119124,0.231,Rest of NSW,New South Wales,New England and North West,1826.8398268398269
1017,422.0,49.9%,41,53.0,2.2,"$1,241","$1,148",$270,1.8,37.3,4.6,10.3,5.1,42.7,11.7,8.5,5.4,12.0,13.4,4.3,16.5,0.0,0.0,11.1,0.0,10.1,6.6,4.0,73.1,54.1,39.3,58.4,29.5,8.9,$691,"$1,471","$1,241",11002119124,0.231,Rest of NSW,New South Wales,New England and North West,1826.8398268398269
1018,592.0,51.1%,36,54.0,2.3,"$1,211","$1,083",$280,1.8,37.1,3.9,12.1,5.6,40.9,11.2,5.2,4.3,20.7,13.8,3.4,17.5,0.0,0.0,13.4,0.6,7.5,3.6,1.5,79.4,58.0,35.3,53.5,29.7,7.4,$716,"$1,412","$1,211",11002119125,0.298,Rest of NSW,New South Wales,New England and North West,1986.5771812080538
1019,592.0,51.1%,36,54.0,2.3,"$1,211","$1,083",$280,1.8,37.1,3.9,12.1,5.6,40.9,11.2,5.2,4.3,20.7,13.8,3.4,17.5,0.0,0.0,13.4,0.6,7.5,3.6,1.5,79.4,58.0,35.3,53.5,29.7,7.4,$716,"$1,412","$1,211",11002119125,0.298,Rest of NSW,New South Wales,New England and North West,1986.5771812080538
1020,192.0,51.4%,41,20.0,2.2,"$1,199","$1,100",$240,2,45.7,1.8,9.1,0.0,36.0,13.4,7.3,3.7,20.7,15.9,4.3,18.9,0.0,0.0,7.9,1.8,5.6,1.7,3.9,84.9,65.2,29.3,57.0,34.6,6.5,$752,"$1,468","$1,199",11002119126,0.182,Rest of NSW,New South Wales,New England and North West,1054.945054945055
1021,192.0,51.4%,41,20.0,2.2,"$1,199","$1,100",$240,2,45.7,1.8,9.1,0.0,36.0,13.4,7.3,3.7,20.7,15.9,4.3,18.9,0.0,0.0,7.9,1.8,5.6,1.7,3.9,84.9,65.2,29.3,57.0,34.6,6.5,$752,"$1,468","$1,199",11002119126,0.182,Rest of NSW,New South Wales,New England and North West,1054.945054945055
1022,460.0,50.4%,41,25.0,2.3,"$1,035","$1,083",$260,1.7,39.6,4.2,6.9,9.7,38.0,10.0,6.4,3.9,12.7,12.5,3.3,18.8,0.0,0.0,14.7,0.0,6.4,2.9,2.4,72.0,44.9,42.9,56.2,24.1,9.3,$609,"$1,489","$1,035",11002119127,0.5174,Rest of NSW,New South Wales,New England and North West,889.060688055663
1023,460.0,50.4%,41,25.0,2.3,"$1,035","$1,083",$260,1.7,39.6,4.2,6.9,9.7,38.0,10.0,6.4,3.9,12.7,12.5,3.3,18.8,0.0,0.0,14.7,0.0,6.4,2.9,2.4,72.0,44.9,42.9,56.2,24.1,9.3,$609,"$1,489","$1,035",11002119127,0.5174,Rest of NSW,New South Wales,New England and North West,889.060688055663
1024,396.0,51.3%,31,28.0,2.5,$729,"$1,000",$213,1.3,24.0,5.9,10.4,6.2,55.6,2.8,1.0,3.5,12.2,12.2,3.8,15.6,0.0,0.0,20.5,1.4,3.0,2.3,1.3,71.8,31.2,49.0,41.1,26.7,20.0,$435,$870,$729,11002119128,0.4046,Rest of NSW,New South Wales,New England and North West,978.7444389520514
1025,396.0,51.3%,31,28.0,2.5,$729,"$1,000",$213,1.3,24.0,5.9,10.4,6.2,55.6,2.8,1.0,3.5,12.2,12.2,3.8,15.6,0.0,0.0,20.5,1.4,3.0,2.3,1.3,71.8,31.2,49.0,41.1,26.7,20.0,$435,$870,$729,11002119128,0.4046,Rest of NSW,New South Wales,New England and North West,978.7444389520514
1026,275.0,46.6%,49,14.0,2.2,$827,$650,$190,1.6,33.5,11.6,11.6,9.8,35.3,1.8,2.7,4.0,10.7,10.3,5.8,19.2,0.0,0.0,22.8,1.3,8.6,2.5,3.9,74.6,40.2,51.8,30.0,43.3,11.1,$477,"$1,137",$827,11002119201,1.7964,Rest of NSW,New South Wales,New England and North West,153.08394566911602
1027,275.0,46.6%,49,14.0,2.2,$827,$650,$190,1.6,33.5,11.6,11.6,9.8,35.3,1.8,2.7,4.0,10.7,10.3,5.8,19.2,0.0,0.0,22.8,1.3,8.6,2.5,3.9,74.6,40.2,51.8,30.0,43.3,11.1,$477,"$1,137",$827,11002119201,1.7964,Rest of NSW,New South Wales,New England and North West,153.08394566911602
1028,192.0,53.1%,61,8.0,1.9,$793,$641,$170,1.8,36.2,4.0,11.9,18.6,26.6,0.0,5.6,7.3,18.6,6.8,1.7,25.4,0.0,0.0,15.3,0.0,6.9,5.4,5.9,72.3,33.9,59.3,38.3,43.3,21.7,$451,$949,$793,11002119202,1.94,Rest of NSW,New South Wales,New England and North West,98.96907216494846
1029,192.0,53.1%,61,8.0,1.9,$793,$641,$170,1.8,36.2,4.0,11.9,18.6,26.6,0.0,5.6,7.3,18.6,6.8,1.7,25.4,0.0,0.0,15.3,0.0,6.9,5.4,5.9,72.3,33.9,59.3,38.3,43.3,21.7,$451,$949,$793,11002119202,1.94,Rest of NSW,New South Wales,New England and North West,98.96907216494846
1030,217.0,48.2%,42,15.0,2.4,$762,$634,$140,1.7,36.8,7.1,8.2,6.6,40.7,0.0,4.9,0.0,12.1,6.0,6.6,24.2,0.0,0.0,24.2,0.0,4.4,6.2,1.8,72.4,36.3,52.2,40.9,28.8,19.7,$434,$949,$762,11002119203,0.6018,Rest of NSW,New South Wales,New England and North West,360.58491193087406
